__typename,advice,cons,countHelpful,employer,employerResponses,featured,hasEmployerResponse,isCurrentJob,jobTitle,lengthOfEmployment,location,pros,ratingBusinessOutlook,ratingCareerOpportunities,ratingCeo,ratingCompensationAndBenefits,ratingCultureAndValues,ratingDiversityAndInclusion,ratingOverall,ratingRecommendToFriend,ratingSeniorLeadership,ratingWorkLifeBalance,reviewDateTime,reviewId,summary
EmployerReviewRG,"We're all love the company but for some people some better insights already leaving the company, it's your greatest lost in this year's. Please have clearer direction and procedures what to aims in short and long terms. Company need to have the pride and guts to just make sustainable company in the future. Its easier to start from zero than to fix something that already broken. Smaller organization and focusing in your great income. I hope Garuda can get through all the struggles.","- Non Priority in terms of urgent matter, analysis means analyze but it's just ends up as agenda 
- Too many people especially in management with hidden agenda not for better company future but just for their own benefits
- doesn't have clearly rules about double roles position",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Business Analyst'},9,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Benefits from working in Airlines
- unlimited discount ticket
- health insurance 
- great colleagues (in the same position)",NEUTRAL,3.0,APPROVE,5.0,3,3,4,NEGATIVE,3.0,5.0,2022-03-31T15:50:29.647,62095010,Love the Company means Love Indonesia
EmployerReviewRG,"Reduce the Organizational Structure in head quarters and branch offices.
Remove Fixed Air Crew Flight Allowance, Travel Allowance. These Allowances should be a variable cost not fixed cost.","Asymmetrical perks and compensation for non-air crew office workers
Air Crew Union are way too involved in management decision and organizational succession
Air Crew with no related previous experiences are assigned without regular assessment to several managerial position in head quarters
Organization are getting bigger, even the airline industry are sunk impacted by covid-19, additional mid-senior managerial positon are positioned in head quarters and branch offices
Career Management are not clear for office workers
Hereditary bad working cultures while cultural transformation are only making pretty new company culture without proper socialization and implementation",2,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Manager'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Generous Healthcare Benefit
Free Ticket for your family once a year, unlimited 50% discounted rate ticket
Discounted ticket for Parents and parents in law",NEGATIVE,2.0,DISAPPROVE,3.0,1,3,2,NEGATIVE,2.0,3.0,2021-12-10T07:49:48.987,56507074,The Airline of Indonesia
EmployerReviewRG,,"I was hoping Garuda Indonesia had more trainings to develop the skills and learnings of their employee, both hard and soft skills.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Flight Attendant'},0,,"The best of having an experience working in Garuda Indonesia is that I had the chance to work alongside with many amazing and talented people who are really passionate. We brainstorm ideas, collaborate, and execute the ideas into our actions. I could really say that Garuda Indonesia's best investment is actually their people. Many of their employees have great potentials and will do their best to contribute to the company's growth. Not all of them, of course, but mostly I've met and worked with many inspiring people there and I will cherish the lessons I've gotten to experience and make them my strong core to my next career.",NEGATIVE,3.0,,3.0,5,5,4,,4.0,5.0,2022-03-16T23:04:44.367,61316728,My years in GA.
EmployerReviewRG,Get more qualified people to manage this company.,"- Very bureaucratic. 
- Getting approval for anything is more difficult than getting through AA's 12 step program I'd imagine. 
- No real KPI, too much micro-managing and inefficient. 
- No career path if you work in one of the international BO (or at least the one I'm working in).
- Major communication problem within departments.
- Procedures seem to change on a whim.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,"- Free and discounted tickets are the main perks of this job although don't travel during high season or run the risk of getting off-loaded if the flight's full. 
- The lower ranks seem to work well with each other. 
- Very laid back and good working hours.",NEGATIVE,0.0,,0.0,0,0,2,NEGATIVE,0.0,0.0,2016-06-02T23:43:01.577,10812926,Marketing
EmployerReviewRG,Hmmm :),"Birocracy, wide & too dynamic organization structure, a lot of times decisions were too influenced by government, gotta live with the stereotype of working in a state-owned enterprise which sometimes considered lazy, while well! Not so much!",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Marketing'},6,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Free & discounted flight ticket, comfort-zone trap, you can learn non stop if you are eager because this limited-access industry has many spesific things you can learn nowhere else.
in my unit: the pace is fast, dynamic & people are hard-working",NEGATIVE,3.0,APPROVE,4.0,3,4,3,NEGATIVE,2.0,3.0,2021-08-21T20:40:24.837,51442777,"A reputable brand, makes us proud being part of it, but not suitable if you're looking for simoleons"
EmployerReviewRG,Massive training needed for all employee so they can catch up the competition out there. Stop being resistant to change. Need to learn more from modern companies.,"Too many procedural things, too many political interest & hidden agenda, no room for creativity and development, seniority is too much, so many incapable people ruining the business process, slow paced work, not agile at all, bad people management.",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,4,,"Ticket concession, interesting industry to learn",NEGATIVE,1.0,DISAPPROVE,2.0,3,0,2,NEGATIVE,1.0,3.0,2018-09-20T06:25:10.353,22572073,Not good for your self development
EmployerReviewRG,,"- Poor top management
- Generation gap leads to demotivation in young employees
- Too much bureaucracy
- Rigid, not easy to move to other division or relocate to branch office
- Not competitive salary compared with industry",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Analyst'},2,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","- Free concession tickets for employee
- Discounted tickets for family (spouse, up to three children, parents, in laws)
- Salary up to 14,5 times per year (Not include bonus)
- Friendly office hour for working mother",NEGATIVE,1.0,,2.0,1,0,3,NEGATIVE,1.0,3.0,2015-05-31T21:16:48.177,6757660,Analyst at PT Garuda Indonesia Persero Tbk
EmployerReviewRG,There must be an Indonesian who works in GI Beijing Office (exclude the Manager).,"Due to culture differences, so there is a space for misunderstanding between you and the management during your job. Language is very crucial to work as Sales Representative",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Sales Representative'},0,"{'id': 2398510, 'name': 'Beijing, Beijing', 'type': 'CITY'}","If you are thinking to earn some money for your living cost, work as Sales Representative at GI Beijing Office is not a bad decision. You will earn a very big commission.",POSITIVE,2.0,NO_OPINION,4.0,2,0,5,POSITIVE,2.0,2.0,2015-08-10T20:34:22.957,7531659,Sales Representative
EmployerReviewRG,It needs some serious restructuration in terms of human capital management,"- Salary and bonuses are not competitive at all
- Management levels are mostly boomers who have trust issues with ""Working From Home"" concept
- No clear career path
- No employee grading, some employees are stuck doing the same job for years
- Too many unproductive employees",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Sales Marketing Executive'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Free and discounted tickets for employees and families,,3.0,,3.0,0,0,3,,0.0,0.0,2021-06-04T01:09:54.737,47883129,"Best place if you like traveling, but that's it"
EmployerReviewRG,"Realize the real value for the operation by hiring ex-pats with more world experiences to mentor the very low experience new-hires, it will pay off in the long run.","Since I'm working here as an expat, my time is limited, since they are seeking to only hire local pilots.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,"Garuda is a very friendly workplace, with a diversified culture, treat their employees with fairness and respect.",NEUTRAL,1.0,APPROVE,4.0,5,0,4,POSITIVE,2.0,5.0,2017-09-30T17:41:07.953,17105087,"Captain, CRJ-1000"
EmployerReviewRG,I believe all employees have equal rights to develop career. Please make sure that every promotion process is fair and transparent.,There is not much chance to develop career in other department. Moving to another department has to be approved by current superior/manager.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,9,,"The biggest benefit is yearly staff travel for the employee and employee's family (husband / wife, children, parents, parents in law).",POSITIVE,3.0,,4.0,3,0,4,NEGATIVE,3.0,3.0,2017-09-21T20:11:50.397,16958801,Typical state-owned company
EmployerReviewRG,High expectations are great but make sure that work is evenly distributed within employee groups.,Difficult industry to compete. Growth has been so fast that many employees in headquarters have trouble adapting to a big company operation from having been a small/mid sized.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Service Analyst'},2,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",you get paid to travel the world and live in one of the most fun places,POSITIVE,3.0,NO_OPINION,3.0,4,0,4,POSITIVE,3.0,5.0,2018-07-30T08:30:45.083,21719286,Fun working environment
EmployerReviewRG,"To create a professional working environment that supports company sustainable growth, the company needs to hire a professional leader, not a political leader.  Narrow the gap between ground staff and aircrew benefits.","- ineffective organization
- ambiguous job description
- Highly political
- lack of talent management",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,0,,"- Good coworkers and remuneration
- Great flight concession benefit
- Slow pace",,0.0,,0.0,0,0,4,,0.0,0.0,2021-08-05T06:36:26.093,50725730,Need improvement in human resources management
EmployerReviewRG,Make a good system and business process. Make more innovation. Pay more attention to ground staff,Not too good for ground staff. Too many hierarchy and beaurocracy. Not innovative. Still doing manually rather than system,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,Good image. Free ticket. Work and life balance. Nice branch office co worker. Good place for aircrew. Health assurance.,,0.0,,0.0,0,0,3,,0.0,0.0,2014-05-19T05:49:39.177,4247980,Good company
EmployerReviewRG,"Fit and proper test for higher management level, simplify procedures and bureaucracy. Improvement of product knowledge for front-liner, improvement of customer care.","-Bad higher management decisions
-unclear procedures if you are working in an overseas branch waiting for information from the head office 
-complicated bureaucracy",2,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Secretary'},4,"{'id': 2308631, 'name': 'Hong Kong', 'type': 'CITY'}","-Travel benefit 
-Central Location
-Supportive colleagues",NEGATIVE,1.0,APPROVE,2.0,2,0,2,NEGATIVE,2.0,3.0,2017-02-12T20:49:55.977,13752426,Management Improvement Needed
EmployerReviewRG,,"Too many sub-unit (separate job function) which actually can be done by one person/single unit, so that the knowledge/exposure will be less than if you're joining with another private company",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Procurement Manager'},0,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Great working culture &amp; good relations between each employee. Standard work pressure, good compensation &amp; benefits.",NEUTRAL,5.0,APPROVE,4.0,5,5,4,POSITIVE,4.0,5.0,2021-09-14T02:14:06.297,52508334,A great place to learn with extraordinary culture
EmployerReviewRG,More people development for ground service staff especially the youngster,"Lack of self improvement
Being analyst is not really refer to ""analysis""
Unclear company vision
Depends on the government policy
Unclear career path
Very bureaucracy",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Analyst'},0,"{'id': 2699029, 'name': 'Cengkareng', 'type': 'CITY'}","Free/discounted tickets for you and family including parents and parent in laws
Well known brand in Indo
Big company in Indo",NEUTRAL,1.0,NO_OPINION,3.0,1,0,3,NEGATIVE,2.0,3.0,2016-11-20T23:57:50.287,12740680,Analyst
EmployerReviewRG,,When you work on operational level it requires more effort to work over your working hours but still manageable. Airline industry is in high loss after the pandemic,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Flight Operations Specialist'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Good Facility, Flight Ticket concession every year, Great learning and training opportunity",NEGATIVE,5.0,DISAPPROVE,5.0,5,4,4,POSITIVE,3.0,5.0,2021-02-22T00:38:26.477,42869899,Good Company with Good Employee Benefits
EmployerReviewRG,,Poor management. Highest management controlled by one association. The office is far away from Jakarta. Union involve too deep in management's policy,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,4,,The biggest airline in Indonesia. You can learn about airline knowledge here but base on what function you are there.,NEGATIVE,2.0,DISAPPROVE,3.0,2,2,3,,2.0,5.0,2021-08-13T03:43:14.780,51077862,"Good branding, poor management"
EmployerReviewRG,Please review performance and reward system also career path.,"Flat organization (no career path in several unit), bureaucracy, ground staff reward, high risk business (Airline in General).",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,20,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Work-life balance is very good, opportunity to learn many things, supportive for inovation.",NEUTRAL,2.0,NO_OPINION,2.0,2,0,2,NEGATIVE,2.0,4.0,2014-07-16T20:27:33.867,4594820,Garuda Indonesia a place for Aircrew
EmployerReviewRG,Pay attention to your employee's development otherwise the good talent will move to other companies,"Office politics
No career development and personal development (training)
Changing top management every year which makes the direction of the company different every year",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Analyst'},4,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",Discounted tickets for employee and family,NEGATIVE,1.0,DISAPPROVE,2.0,2,0,2,NEGATIVE,2.0,4.0,2018-10-24T01:00:39.467,23093766,Analyst
EmployerReviewRG,,"- The previous bad management that proven to be corrupt
- Fulfillment of structural positions was not clear and based on personal interest from upper management",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Discounted ticket for employee including family,NEUTRAL,3.0,APPROVE,2.0,3,4,3,NEGATIVE,3.0,5.0,2021-12-14T06:00:20.423,56657337,Best company to learn but not for career until retirement
EmployerReviewRG,,"- salaries were not fairly adjusted 
- complicated, long, and slow procedures 
- lots of politics in the office
- slow career path",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,"- friendly working environment
- free tickets and access to great discount to other airlines
- work/life balance that may increases loyalty",,2.0,,3.0,4,0,3,,3.0,4.0,2017-07-21T02:04:32.353,16003150,Planner
EmployerReviewRG,"If GA could survive the pandemic, they should create clearer job grade.","No career path, promotion based on like and dislike from your superior.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Supervisor'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Very laid back job, not much pressure.",NEGATIVE,1.0,DISAPPROVE,3.0,1,3,3,NEGATIVE,3.0,5.0,2021-06-09T00:55:16.350,48094352,Very laid back job and not suitable for career driven people
EmployerReviewRG,Communication could be better between staff.,Demanding work shifts &amp; pay fluctuates monthly depending on the schedule given.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","It is an exciting, yet challenging work environment.",NEUTRAL,3.0,DISAPPROVE,3.0,4,0,5,POSITIVE,4.0,4.0,2021-12-29T10:07:22.903,57200894,"A play close to my heart, thankful to have worked in this company"
EmployerReviewRG,"Keep the fighting spirit in this unpredictable condition
Thank you for all  the profesionalism",Love this company means love this country,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Pilot'},0,,"Hopefuly all the messy situation getting better and Garuda Indonesia could survive, should be",POSITIVE,3.0,APPROVE,5.0,5,4,5,POSITIVE,4.0,5.0,2022-03-17T10:29:48.323,61344517,Flag carrier of Indonesia
EmployerReviewRG,"Improve career path, performance based on clear measurement","Bureaucratic, unclear career path, performance based on like and dislike",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,"Free and discounted tickets for employee, benefit of leaving on time from the office, exposure to global companies and organizations",NEUTRAL,1.0,,2.0,1,0,3,NEGATIVE,1.0,4.0,2016-02-23T06:08:45.633,9669060,Business Analyst
EmployerReviewRG,To provide employees more with self-development program,"- Limited career path
- Limited career opportunities
- Lack of culture and values",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Communications Specialist'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","- Concession ticket for employees and family
- Employees may have good work-life balance
- Good compensation and benefits",NEUTRAL,3.0,,4.0,3,0,4,POSITIVE,4.0,4.0,2016-08-22T08:44:17.687,11643052,Garuda Indonesia Airlines
EmployerReviewRG,this company should go full digital,"- bureaucratic-based companies where simple approvals require complex requirements
- lack of leadership and decision making
- pilot community is very powerful",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","- additional benefit including full health insurance and ticket
- good co-workers",NEUTRAL,4.0,DISAPPROVE,4.0,2,2,3,NEGATIVE,2.0,4.0,2021-09-09T21:44:18.857,52341651,Lack of Leadership
EmployerReviewRG,Need more nerves to handle pressure from inside and outside,"No Career Path
Government Influence in decision making",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Engineer'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Good Work - Life Balance
Concession Package of Discounted Flight price
Easy to explore other unit",NEGATIVE,2.0,DISAPPROVE,4.0,3,4,4,POSITIVE,2.0,5.0,2021-05-19T04:58:25.830,47151135,Big Company in the middle of Crisis
EmployerReviewRG,Please open up your mindset and look at broader perspective in terms of managing a large organization.,Too many hierarchy in decision making,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Aviation Engineer'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",A good work-life balanced and sometimes too relax,NEUTRAL,3.0,APPROVE,3.0,3,0,3,POSITIVE,2.0,4.0,2014-03-19T01:47:53.430,3896129,Rigid management and hard to change mindset
EmployerReviewRG,,Unprofitable company with so many challenges inside and outside the organisation,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,Work-Life balance is good. It is a great place to work for family-oriented people,NEGATIVE,3.0,NO_OPINION,3.0,3,0,3,NEGATIVE,3.0,5.0,2018-09-03T00:33:35.013,22284798,Good for those who look for stable and comfortable job with low salary
EmployerReviewRG,,"Bureaucracy, the pilot to selfishness and get pay too high. More political than businesses so the organization not healthy",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Senior Manager'},9,,Good culture medical benefit and free ticket not only for myself but also for family,NEGATIVE,5.0,DISAPPROVE,5.0,1,5,5,NEGATIVE,4.0,4.0,2021-08-07T12:34:06.147,50819409,Good SOE
EmployerReviewRG,reengineer the knowledge management and career system,"- office politics
- no external assessment for career enhancement, making the progression based on subjectivity",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Business Analyst'},20,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",- free Garuda ticket to any Garuda's destinations,NEGATIVE,1.0,DISAPPROVE,4.0,3,4,3,NEGATIVE,3.0,5.0,2020-10-24T02:04:31.970,37557546,Once a great company
EmployerReviewRG,be more agresive to expand intenationally and try to buy other MRO shares..,time off policies is unfair between others,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Maintenance Engineering'},2,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",you can get unlimited training over the year,POSITIVE,5.0,,3.0,5,0,4,POSITIVE,2.0,3.0,2014-05-13T03:00:20.980,4215279,"Nice company i have ever worked with,,,"
EmployerReviewRG,,"bad management, a lot of office politics, no trainings, a lot of benefit got cut, unclear career path",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Financial Analyst'},4,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Discount tickets, not a lot of pressure at work",NEGATIVE,1.0,DISAPPROVE,2.0,2,0,2,NEGATIVE,1.0,4.0,2019-11-06T00:05:21.130,30221766,"Good for travellers, bad for career path seeker"
EmployerReviewRG,,airlines is not a safe place to work especially in the phase of pandemic,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Flight Attendant'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",certificated 5 stars airlines with proven quality of 5 stars service,POSITIVE,5.0,APPROVE,5.0,5,4,5,POSITIVE,3.0,5.0,2021-07-27T05:15:35.923,50323070,One of the best Airlines In Asia Pacific
EmployerReviewRG,,"lack of career path, typically government bureaucracy",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Financial Analyst'},2,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",the best thing working in airline industry is concession ticket. guess this is the one and only benefit you could compared to other company,NEGATIVE,3.0,NO_OPINION,4.0,3,0,3,,3.0,5.0,2017-09-16T09:57:44.873,16858692,Concession Ticket
EmployerReviewRG,I hope they can focus to improve their HR team,HR is not really good,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Sales and Marketing Manager'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",So much kind people and give chance for young people to have a managerial role,NEGATIVE,5.0,APPROVE,5.0,4,4,5,POSITIVE,5.0,5.0,2021-12-08T07:26:26.647,56398875,Culture
EmployerReviewRG,Profesionalism,"Human capital development is not really work to enhance human development.
Office politic is very strong",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Single Contributor for China & Hong Kong Region'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Ability to work in many aspect of airlines,POSITIVE,0.0,APPROVE,0.0,0,0,3,POSITIVE,0.0,0.0,2015-10-20T00:02:49.360,8361815,Single Contributor For China & Hong kong Region
EmployerReviewRG,Keep those fighting spirit to become great again,All airlines financial condition is very challenging right now,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Mechanical Engineer'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",High and newest Technology implementation involved,NEUTRAL,4.0,APPROVE,4.0,4,4,4,POSITIVE,4.0,4.0,2021-09-29T19:29:15.927,53303785,Indonesian Flag Carrier and a Great Airline Company
EmployerReviewRG,lower pro hire,"not so good salary, no-clear career path",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,"free ticket, good working environment, has good quality time for family",NEUTRAL,2.0,NO_OPINION,3.0,3,0,3,POSITIVE,3.0,4.0,2014-10-20T00:45:06.427,5204186,"great working environment, not so good salary for ground staff"
EmployerReviewRG,Best of luck and fair for all,"Big debt, miss management from the past that brought bad result nowadays",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},0,,"Good benefit, health insurance, great company",NEUTRAL,3.0,DISAPPROVE,4.0,3,3,3,NEGATIVE,4.0,4.0,2021-05-26T08:23:28.560,47490822,The company is struggling from debt
EmployerReviewRG,,Always want to implement some procedures but the software (eg system) is not ready yet.  HO always too lazy,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Sales'},2,"{'id': 2308631, 'name': 'Hong Kong', 'type': 'CITY'}","Easygoing DM, going to be systematic",NEUTRAL,3.0,NO_OPINION,4.0,2,0,3,NEGATIVE,3.0,4.0,2014-02-11T18:26:29.610,3685751,Fair company
