__typename,advice,cons,countHelpful,employer,employerResponses,featured,hasEmployerResponse,isCurrentJob,jobTitle,lengthOfEmployment,location,pros,ratingBusinessOutlook,ratingCareerOpportunities,ratingCeo,ratingCompensationAndBenefits,ratingCultureAndValues,ratingDiversityAndInclusion,ratingOverall,ratingRecommendToFriend,ratingSeniorLeadership,ratingWorkLifeBalance,reviewDateTime,reviewId,summary
EmployerReviewRG,,Might take a few years to be upgraded to captain,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,"{'text': 'Pilot, First Officer'}",6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Safety wise, garuda is the best in the country.",NEUTRAL,4.0,NO_OPINION,4.0,4,4,4,,3.0,4.0,2023-04-24T21:12:54.140,75801325,Still the best in the country
EmployerReviewRG,,there is still some politics involved,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",unlimited discounted price of ticket,NEUTRAL,4.0,NO_OPINION,3.0,4,4,4,,4.0,4.0,2023-05-02T21:31:51.327,76056449,good environment
EmployerReviewRG,Try to fix the company,Too much politics inside of the company,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Senior Manager'},20,"{'id': 2699029, 'name': 'Cengkareng', 'type': 'CITY'}",Established airline in South East Asia region,NEUTRAL,3.0,NO_OPINION,3.0,3,3,3,NEGATIVE,3.0,3.0,2023-04-04T07:08:43.217,75177439,Lots of Potential
EmployerReviewRG,,"Garuda Indonesia is a Five Star airlines that always want the best for their customers. I hope Garuda Indonesia could do much better, in every aspect not only in the service aspect, moreover  in such difficult time during this Covid-19 pandemic will not give Garuda Indonesia a chance to declining their performances and hope they will always maintaining the good services of world class airlines.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'International Flight Attendant'},0,,"I have been working at Garuda Indonesia for the past 6 year. It was a great opportunites that ever happened in my life. Garuda Indonesia is a big company, a flag air carrier that brings Indonesia to the world stage. And it shaped me a better person, with a better personality, a better knowledges and better experience because I have been work in such a dynamic company.",NEGATIVE,5.0,APPROVE,4.0,5,5,5,POSITIVE,4.0,4.0,2022-07-12T00:27:11.073,66575867,Excellent Experience
EmployerReviewRG,,Too many politics for the promotion,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Marketing'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Market leader air transportation in Indonesia,,3.0,,3.0,3,3,3,,3.0,3.0,2023-03-30T20:38:38.917,75056793,Too many politics
EmployerReviewRG,,The environment to much drama.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Pilot'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",You feel like a boss.,,0.0,,0.0,0,0,3,,0.0,0.0,2023-03-29T23:14:40.700,75022143,Good enough
EmployerReviewRG,,Toxic environment and difficult for career unless you are pilot,1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Channel Analyst'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Can learn a lot of things,,1.0,,5.0,1,5,3,,1.0,5.0,2023-02-19T02:43:37.573,73764003,"Good allowance, toxic environment"
EmployerReviewRG,change with a total new airlines,politics so bad..u cant interfene anything,2,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Assistant Station Manager'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Just enough for daily lives,,2.0,,2.0,2,2,2,,2.0,2.0,2023-02-22T22:37:29.763,73894739,Salary
EmployerReviewRG,,"Work hard, and play hard",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Management Trainee'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Work Culture is so good,,5.0,,5.0,5,5,5,,5.0,4.0,2023-03-06T01:07:05.523,74222039,Work Experience
EmployerReviewRG,Mindful with employees potentials,HR is terrible. Career progress not based on achievement but based on recommendation and closeness to superiors.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Account Manager'},0,,Good benefits such as airline tickets and health insurance.,NEUTRAL,1.0,APPROVE,5.0,4,4,5,POSITIVE,4.0,5.0,2023-01-16T22:07:48.417,72688281,State Own Company
EmployerReviewRG,,the interior of the company is so old,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Aircraft Engineer'},0,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",super comfortable working in garuda indonesia,,0.0,,0.0,0,0,5,,0.0,0.0,2023-02-23T18:01:19.163,73927717,goof
EmployerReviewRG,,Business performance High cost operations,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Analyst'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Work-life balance Great culture Intangible benefit,POSITIVE,5.0,APPROVE,4.0,5,5,4,POSITIVE,5.0,5.0,2023-01-30T16:10:59.797,73145980,Good Culture
EmployerReviewRG,,It is good place to get knowledge,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Inspector'},0,,"Not good structure, too much Structure",NEUTRAL,5.0,NO_OPINION,4.0,5,4,4,POSITIVE,4.0,4.0,2023-01-27T05:23:01.477,73049123,Planner
EmployerReviewRG,,"Deadline, market share, profit turn off",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Operations Manager'},0,,"Better place for work, society good",NEUTRAL,4.0,NO_OPINION,3.0,3,3,4,NEGATIVE,3.0,4.0,2023-01-19T08:53:57.553,72786189,Happy
EmployerReviewRG,More efficient deal with mass production tools and employee,After state capital launched it goes growing,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Pilot'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Growing company after pandemic covid 19,POSITIVE,3.0,APPROVE,5.0,4,5,5,POSITIVE,5.0,5.0,2022-12-21T17:09:19.633,72053507,Fleet strength
EmployerReviewRG,"focus to reduce the debt and improve the profit, not the skytrax rating","- low benefit for ground employees
- air crews are preferred than ground staff
- office in airport difficult to access from city",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Flight Operation Support Analyst'},2,,"- free ticket to around the world for family, and discounted ticket for parents
- company owned health facilities
- world class airline",NEGATIVE,3.0,,3.0,4,3,3,NEGATIVE,3.0,4.0,2022-10-02T21:29:03.387,69691603,not very health company
EmployerReviewRG,"Do good, then you will be good.","No self-development, too much gossiping, unclear assessment, too much likes and dislikes, too much office politics, too many greedy people with uneducated attitude, employees look like shiny (financially) from the outside but struggling from the inside (the salary is below the proper salary), too many senior people who are useless.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Sales Representative'},6,,"Work-life balance, concession/ discounted ticket",NEGATIVE,1.0,APPROVE,2.0,1,1,1,NEGATIVE,1.0,5.0,2022-11-27T11:26:02.770,71416801,Very overrated company
EmployerReviewRG,Suggest opportunitites and improvement to learn and work at another division.,Working on 24/7 shift Room for improvement to another unit is rare,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Senior Crew Controller'},9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Free and discounted ticket to travel around the world,NEUTRAL,4.0,APPROVE,4.0,4,4,5,POSITIVE,4.0,3.0,2022-11-06T22:31:59.083,70838689,Crew Controller
EmployerReviewRG,,Management in this company is too many.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Licensed Aircraft Maintenance Engineer'},6,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",Intermediate work life anf balance.,POSITIVE,4.0,APPROVE,3.0,3,3,5,POSITIVE,2.0,4.0,2022-12-13T19:44:50.480,71841832,Good work and life balance
EmployerReviewRG,,"Would pick other places to have better people development, A bit far location, Moderate pay with UMR Jakarta",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Senior Manager'},6,,Great place to have work-life balance,,3.0,,3.0,3,3,3,,3.0,4.0,2022-11-22T23:41:24.410,71323251,Work life balance
EmployerReviewRG,,Can’t think of any cons,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Business Development Manager'},0,,Good perks and good benefits,,0.0,,0.0,0,0,5,,0.0,0.0,2022-12-03T10:37:31.090,71589348,Good perks
EmployerReviewRG,,Average management Learning Salary Growth,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,2,,Overall ok ok benefits are not that good,,3.0,,3.0,3,3,3,,3.0,3.0,2022-11-30T05:42:02.100,71500222,Data analyst
EmployerReviewRG,,inequality treatment between air crew and ground staff,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Sales'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",ability to travel around the world with company discount,NEGATIVE,3.0,NO_OPINION,3.0,5,3,4,POSITIVE,3.0,4.0,2022-11-13T21:29:00.880,71044820,Good Place Learning
EmployerReviewRG,,i dont like the company culture,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Assistant Manager'},0,,job environment in this company is good,POSITIVE,5.0,APPROVE,4.0,5,5,5,POSITIVE,4.0,4.0,2022-11-20T22:52:01.843,71254564,good
EmployerReviewRG,,BUMN Ideology and Not yet Dynamic,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",BUMN Pride and Job Safety,,0.0,,0.0,0,0,4,,0.0,0.0,2022-11-23T19:02:48.217,71348268,Good
EmployerReviewRG,,Break the old management habits,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Brand and Marketing Specialist'},0,,"Great people, supportive leadership, progressive in values/culture, Good reputation company",POSITIVE,4.0,APPROVE,4.0,5,5,5,POSITIVE,5.0,5.0,2022-11-04T02:47:10.800,70776808,Working at Garuda Indonesia
EmployerReviewRG,,"the level of position is small, so it's difficult to promote",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Procurement Manager'},6,"{'id': 2699029, 'name': 'Cengkareng', 'type': 'CITY'}",discount unlimited airline tickets health insurance fully covered,POSITIVE,4.0,APPROVE,5.0,4,4,5,POSITIVE,4.0,5.0,2022-10-18T21:15:18.047,70284086,good benefit
EmployerReviewRG,,"Too much drama within the company. It might look good from outside, but rotten in the inside",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Representative'},6,"{'id': 2235932, 'name': 'Sydney', 'type': 'CITY'}","Confirmed staff ticket on ID 00, 90, 75",POSITIVE,3.0,APPROVE,4.0,1,3,3,POSITIVE,3.0,3.0,2022-09-22T00:07:58.337,69321585,Good benefits
EmployerReviewRG,,Long hours sometimes but as expected.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Flight Attendant'},6,,Best job in the world I would say.,,5.0,,5.0,5,5,5,,5.0,5.0,2022-09-16T03:55:33.127,69125166,Best job &amp; Experience
EmployerReviewRG,,Need to be more adaptive with current market situation,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Route Revenue Analyst'},0,,Give transportation service with Indonesia hospitality,NEUTRAL,2.0,APPROVE,4.0,4,5,4,POSITIVE,3.0,3.0,2022-09-12T18:03:46.277,68979524,An Airline of Indonesia
EmployerReviewRG,,overtime pay to small and additional allowance to small,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Aircraft Maintenance Instructor'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","one of aircraft carrier flag in indonesia, ticket concession is good for family",,0.0,,0.0,0,0,3,,0.0,0.0,2022-08-29T01:49:57.597,68451090,delivering the training material
EmployerReviewRG,Manage in professional way,Limited capital to expand its business and compete to other,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Senior Risk Analyst'},20,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}",It has huge market to explore,POSITIVE,4.0,APPROVE,4.0,4,4,5,POSITIVE,4.0,4.0,2022-07-21T20:36:27.323,67009495,A state owned company with huge captive market for hajj pilgrims and domestic
EmployerReviewRG,Accomodate ground crew more.,Promotion is highly political and too pilot minded,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Quality Assurance Manager'},0,,"Good for working moms, you have free tickets!",NEUTRAL,2.0,DISAPPROVE,3.0,2,2,3,POSITIVE,2.0,5.0,2022-07-14T21:03:54.113,66718657,"Work Life Balance, but highly political"
EmployerReviewRG,,"Career path is slow.
Salary is enough.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Cabin Controller'},1,,"Good environment, friendly team members, flexible work hours.",,3.0,NO_OPINION,4.0,5,5,4,,4.0,4.0,2022-07-24T03:42:33.947,67078390,Culture of teamwork
EmployerReviewRG,"Stop the micro management. Give the BO authority to do thing.  LISTEN to feedback and be able to accept. Be open minded and transparent on the action taken. Communication within HQ and BO should be clear and include English. If you can't accept criticism/feedback, you can't be a leader.","Micro Manage CEO. Direction keep changing. Change decision like flipping prata. No proper SOP. No proper guideline or training for staff. Always only think and consider from their HQ point of view, never care about other International BO feedback. No communication between HQ and BO. Mostly IOC are in Bahasa Indonesia. Not transparent in terms of guidelines and instructions. Cutting cost at the wrong department/stuff instead of cutting those staff who is not performance. Alot of favoritism in the management office. It's about who suck up to who, who know who and who like who in order to promote. Once you step on his toes, you will be in risk to be sent to some far away station or no position in HQ.  No marketing budget to do activity. Expect zero output but double input/revenue from the staff. Keeping the staff who just listen and work like a puppet and dismiss staff who can really work and give feedback. Basically horrible management.",2,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,,0,,Staff travel benefit is good. It really depends on who is your direct boss and AM/DM of your BO.,NEUTRAL,1.0,DISAPPROVE,3.0,3,0,3,NEGATIVE,1.0,4.0,2019-07-10T21:39:37.357,27923965,"Travel benefit is good, others is Meh. Double standard. No proper SOP. Keep changing decision. One-way communication."
EmployerReviewRG,Review the managers and working time,"Hard to promote, lot of overtime",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Revenue Management Analyst'},0,,"Good salary, friendly and supportive colleaque",POSITIVE,2.0,APPROVE,3.0,5,5,5,POSITIVE,3.0,5.0,2022-05-29T06:13:39.530,64818861,Revenue Management Analyst
EmployerReviewRG,Enhance the career development.,Not a good place for career development. Toxic working environment. Many incompetent employees.,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,9,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Good place to start career.,NEGATIVE,2.0,NO_OPINION,4.0,2,2,3,NEGATIVE,1.0,5.0,2022-05-17T12:04:16.087,64273325,Average company with big name
EmployerReviewRG,,Compared to other airline outside indonesia its a abit small,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,"{'text': 'Pilot, First Officer'}",0,,Warm and caring working environment,POSITIVE,3.0,APPROVE,4.0,4,4,4,POSITIVE,4.0,5.0,2022-06-06T05:36:35.743,65142575,Good
EmployerReviewRG,,"repetitive job, but can be good for some people",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Flight Attendant'},0,,"high salary, indo's flag carrier",,0.0,,0.0,0,0,2,,0.0,0.0,2022-05-05T03:12:13.037,63686202,laid off in the pandemic
EmployerReviewRG,,Not bad company to stay,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Manager'},20,"{'id': 4999693, 'name': 'Duba', 'type': 'CITY'}",Good one to stay and confirm,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,2022-04-30T17:36:24.303,63492654,Project manager
EmployerReviewRG,,The company trying to recover after hit by the pandemic,0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Airline Pilot'},0,,Good environment for training and learning,NEGATIVE,4.0,APPROVE,4.0,5,4,5,POSITIVE,5.0,5.0,2022-04-15T22:15:25.477,62849378,Good corporate
EmployerReviewRG,,"Location in Tangerang, Politic issue, small profit margin",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,0,,"Work Life Balance
Clear Career Path",,0.0,APPROVE,0.0,0,0,5,,0.0,0.0,2022-04-11T21:30:35.613,62638932,Great life in Garuda Indonesia
EmployerReviewRG,,"Too many politics, organic, prohire",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,{'text': 'Analyst'},0,,Ok with many perks and benefits,,0.0,,0.0,0,0,4,,0.0,0.0,2022-04-18T13:09:33.137,62928901,Ok
EmployerReviewRG,"1. Please do see your Ground Employee. GIA is not only meant to be an Air Crew, if one is for all and all for one, the Management will set fair policy.
2. Business Plan and Corporate Strategy need commitment and contemplating. Hopefully, newer BoD will follow the path until they create new improvement.
3. Career path impovement and monitoring.","1. Business as Usual (BAU)
2. Lack of Leader person; Mostly Bosses are dominant
3. Lack of Training benefit; You have to do it yourself, with minimum technical assistant. Most Trainings are irrelevant with KPI objective. It feels mediocre and safe.
4. Board Of Director (BoD) fast turnover; It frustrates even more, since Airlines is unstable business.
5. Career Path is trully messed. Human Capital needs revamp. SOS!
6. Gross Salary is pity, unless you are an Air Crew, you migh have USD 5,000 in a month. Other than that, enjoy yourself in jealousy.",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Operations Expert'},6,"{'id': 2699029, 'name': 'Cengkareng', 'type': 'CITY'}","1. Good environment and work location
2. Average working pressure, then you will have enough times to do other businesses.
3. Flight Consession; Mostly recommended to the one who love travelling a lot, and either doing business purpose around the world
4. Medical Insurrance with decent coverage until 3 (three) children.
5. Average remuneration and benefit beside your monthly salary; it depens on your performance within year",POSITIVE,2.0,APPROVE,3.0,4,0,3,NEGATIVE,3.0,4.0,2017-02-16T20:12:21.383,13818514,Operation Expert
EmployerReviewRG,Board of Directors: Tender your resignation. You are quite useless and are pleased to be surrounded by people who suck up to you. You are too busy cooking the book than running the company.,"- bureauractic
- no meritocracy
- no career path. If you want to get ahead, suck up to someone and make sure he/she is powerful enough
- a lot of inefficiencies. Hundreds of old employees with no posting
- no clear KPIs
- tons of old timers who haven't kept up with the current trends and required skills and untrainable. They are happy to just float around, gossips and do nothing
- salary is not the best, but decent
- health benefit is dismal; you have to use company-owned provider first before you go to your regular doctor or hospitals
- a lot of politicking. Watch who you hang out with because he/she can be your ticket to heaven or hell",7,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,False,,0,,"- free tickets for you and your immediate family. But you do fly on standby and get be off loaded if the flight is full
- great place to work if you have a side job. You will have a ton of free time to do other things
- decent amount of business travels if you are in the right positions",NEGATIVE,1.0,NO_OPINION,2.0,1,0,1,NEGATIVE,1.0,4.0,2015-11-03T18:37:44.137,8529259,Bad..bad..bad.. avoid at all cost
EmployerReviewRG,"BUMN must be able to adapt to technological developments and be better able to manage management by carrying out various transformation processes. ""The transformation carried out by SOEs should be a reference for Garuda Indonesia to be able to survive from the threat of liquidation. An important question for all of us is, has the mindset or mindset of Garuda Indonesia's internal management people transformed?""","In his presentation, Deputy Minister Tiko explained that the main problem currently being experienced by Garuda is the high level of corporate debt. ... With this condition, the company is in negative equity worth US$ 2.82 billion or equivalent to Rp 40.04 trillion as of September 2021",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Staff Engineer'},1,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Garuda Indonesia currently serves more than 60 destinations around the world and various exotic locations in Indonesia. As an airline and for the sake of the best full service flight services, Garuda Indonesia provides the best service through the concept of ""Garuda Indonesia Experience"" at all touch points of its flight services that adapts the nuances of ""Indonesian Hospitality"" by presenting hospitality and unique Indonesian cultural richness.",,4.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,4.0,2022-02-15T02:34:01.957,59682029,Staff Engineer
EmployerReviewRG,"* Office culture is in deep need of change.
* Assessment for promotion is in deep need of review. Even more, the recruitment itself needs a review since there's still nepotism.
* Employee performance need a total change to avoid subjectivity.","* Bad middle management: subjective boss, ass-kissing colleagues, assessment hence performance bonus is totally based on the boss's subjectivity.
* Culture: punctuality is a rare commodity, staff literally kisses boss's hands, people talk in meetings so you'd have small meetings in a meeting.
* Employee growth: none, poor quality of internal trainings (one unit even asks the staff to sign a contract prior to a certain training), assessment for promotion is fake since the bosses have 99% of control",1,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Operation Planner'},4,"{'id': 2768561, 'name': 'Tangerang', 'type': 'CITY'}","Benefit of flying with a discount rate such as
* You, spouse, up to 3 children: 100% discount (exclude tax) once per year; 90% discount 4 times per year; 50% discount infinitely
* Your parents and your parents-in-law: 90% discount once per year; 50% discount infinitely",NEUTRAL,1.0,NO_OPINION,3.0,2,0,3,NEGATIVE,1.0,3.0,2014-03-11T01:36:03.777,3848670,BUMN stereotype
EmployerReviewRG,"No clear communication from management to the managerial-and-staff level employees. They let rumors spread between employees for weeks before clarification.

No clear data-driven decisions, more like top-down instruction and rumor-based decisions, and don't forget policy can casuistically be changed depends on who the policy is being implemented into.

Honestly, I don't know whether the management even knows where this company is directed to. It feels like they just go with the flow.","- Average or slightly above average salary especially for non-direct operational units
- Hard communication between units and limited data access
- Uneven workload distribution between team members
- Business uncertainties due to pandemic",0,"{'id': 7530, 'shortName': 'Garuda Indonesia', 'squareLogoUrl': 'https://media.glassdoor.com/sql/7530/garuda-indonesia-squarelogo-1424676136262.png'}",[],False,False,True,{'text': 'Service Analyst'},4,,"- Annual leave, Special occasion paid leaves (maternity, marriage, grievance, etc), Sick leaves, 
- Mid-year incentives, performance bonus (depends on company and employee performance but hasn't been any in the last 3 years)
- Good health insurance which covers spouse and children
- Discount on company products (ticket, hotels), for employee and close family",NEGATIVE,3.0,,4.0,4,3,3,NEGATIVE,3.0,2.0,2021-07-29T23:08:41.860,50468481,"Friendly environment, good on non cash benefit"
